start,end,today,subscriberid,collector/collector_name,collector/block_number,household/household_member,activities_hobbies_social/community_activity/tiger_girls,activities_hobbies_social/community_activity/children_club,activities_hobbies_social/community_activity/elderly_club,activities_hobbies_social/community_activity/women_club,activities_hobbies_social/community_activity/youth_group,activities_hobbies_social/community_activity/other,activities_hobbies_social/community_activity_other,activities_hobbies_social/hobbies/sewing,activities_hobbies_social/hobbies/painting,activities_hobbies_social/hobbies/carving,activities_hobbies_social/hobbies/cooking,activities_hobbies_social/hobbies/music,activities_hobbies_social/hobbies/singing,activities_hobbies_social/hobbies/reading,activities_hobbies_social/hobbies/poetry/writing,activities_hobbies_social/hobbies/football,activities_hobbies_social/hobbies/taekwondo,activities_hobbies_social/hobbies/handicraft,activities_hobbies_social/hobbies/cards,activities_hobbies_social/hobbies/calligraphy,activities_hobbies_social/hobbies/marbleBalls,activities_hobbies_social/hobbies/other,activities_hobbies_social/hobbies_other,activities_hobbies_social/socialize_places/Safeway,activities_hobbies_social/socialize_places/Tazweed,activities_hobbies_social/socialize_places/ringroad,activities_hobbies_social/socialize_places/water_tanks,activities_hobbies_social/socialize_places/barbers,activities_hobbies_social/socialize_places/basecamp_fence,activities_hobbies_social/socialize_places/restaurant,activities_hobbies_social/socialize_places/gym,activities_hobbies_social/socialize_places/Zaatari_entrance,activities_hobbies_social/socialize_places/community_center,activities_hobbies_social/socialize_places/relative_home,activities_hobbies_social/socialize_places/neighbor_home,activities_hobbies_social/socialize_places/distribution_point,activities_hobbies_social/socialize_places/registration_area,activities_hobbies_social/socialize_places/leave_permit_area,activities_hobbies_social/socialize_places/service_units,activities_hobbies_social/socialize_places/mosque,activities_hobbies_social/socialize_places/souk,activities_hobbies_social/socialize_places/recreational,activities_hobbies_social/socialize_places/other,activities_hobbies_social/socialize_places_other,activities_hobbies_social/activities_yesno,activities_hobbies_social/supoort_activities/child_care,activities_hobbies_social/supoort_activities/recreational_activity,activities_hobbies_social/supoort_activities/reading_club,activities_hobbies_social/supoort_activities/other,activities_hobbies_social/activity_other,activities_hobbies_social/activities_men,activities_hobbies_social/activities_women,activities_hobbies_social/activity_frequency,activities_hobbies_social/volunteer_yesno,activities_hobbies_social/volunteer_ngo,education_skills/high_education,education_skills/literate,education_skills/literate_other,education_skills/language/Arabic,education_skills/language/English,education_skills/language/French,education_skills/language/other,education_skills/language_other,education_skills/specialty/art,education_skills/specialty/biology,education_skills/specialty/chemistry,education_skills/specialty/computer,education_skills/specialty/engineering,education_skills/specialty/language,education_skills/specialty/math,education_skills/specialty/medicine,education_skills/specialty/physics,education_skills/specialty/nursing,education_skills/specialty/psychology,education_skills/specialty/sociology,education_skills/specialty/teaching,education_skills/specialty/other,education_skills/specialty_other,education_skills/skills/tailor,education_skills/skills/barber,education_skills/skills/stone,education_skills/skills/electrician,education_skills/skills/dressmaker,education_skills/skills/craftsmen,education_skills/skills/farmer,education_skills/skills/butcher,education_skills/skills/baker,education_skills/skills/athletes,education_skills/skills/pr,education_skills/skills/computer,education_skills/skills/construction,education_skills/skills/musician,education_skills/skills/other,education_skills/skills_other,work_business/hire/tailor,work_business/hire/barber,work_business/hire/stone,work_business/hire/electrician,work_business/hire/dressmaker,work_business/hire/craftsmen,work_business/hire/farmer,work_business/hire/butcher,work_business/hire/baker,work_business/hire/athletes,work_business/hire/pr,work_business/hire/computer,work_business/hire/construction,work_business/hire/musician,work_business/hire/doctor,work_business/hire/nurse,work_business/hire/other,work_business/hire_other,work_business/employment,work_business/plan_business/tailor,work_business/plan_business/barber,work_business/plan_business/stone,work_business/plan_business/electrician,work_business/plan_business/dressmaker,work_business/plan_business/craftsmen,work_business/plan_business/farmer,work_business/plan_business/butcher,work_business/plan_business/baker,work_business/plan_business/athletes,work_business/plan_business/pr,work_business/plan_business/computer,work_business/plan_business/construction,work_business/plan_business/musician,work_business/plan_business/doctor,work_business/plan_business/nurse,work_business/plan_business/other,work_business/skill_business_other,information/find_information,information/find_information_other,information/age_informant,information/find_information2,information/find_information2_other,information/age_informant2,information/urban_info,information/urban_info_reliable,information/information_places/Safeway,information/information_places/Tazweed,information/information_places/ringroad,information/information_places/water_tanks,information/information_places/barbers,information/information_places/basecamp_fence,information/information_places/restaurant,information/information_places/gym,information/information_places/Zaatari_entrance,information/information_places/community_center,information/information_places/relative_home,information/information_places/neighbor_home,information/information_places/distribution_point,information/information_places/registration_area,information/information_places/leave_permit_area,information/information_places/service_units,information/information_places/mosque,information/information_places/souk,information/information_places/recreational,information/information_places/other,information/information_places_other,information/phone_yesno,information/internet_access/community_center,information/internet_access/base,information/internet_access/phone,information/internet_access/other_phone,information/internet_access/not_use,information/internet_access/other,information/internet_access_other,time/spare_time,time/interest_offer_time,general/more_asset,participation/respondent_number,participation/respondent_repeat_count,participation/respondent_repeat[1]/sex,participation/respondent_repeat[1]/age,participation/respondent_repeat[1]/household_head,participation/respondent_repeat[2]/sex,participation/respondent_repeat[2]/age,participation/respondent_repeat[2]/household_head,participation/respondent_repeat[3]/sex,participation/respondent_repeat[3]/age,participation/respondent_repeat[3]/household_head,participation/respondent_repeat[4]/sex,participation/respondent_repeat[4]/age,participation/respondent_repeat[4]/household_head,participation/respondent_repeat[5]/sex,participation/respondent_repeat[5]/age,participation/respondent_repeat[5]/household_head,participation/respondent_repeat[6]/sex,participation/respondent_repeat[6]/age,participation/respondent_repeat[6]/household_head,participation/respondent_repeat[7]/sex,participation/respondent_repeat[7]/age,participation/respondent_repeat[7]/household_head,thank,meta/instanceID,_uuid,_submission_time,_tags,_notes
2016-07-25T11:33:11.032+03,2016-07-25T11:40:04.080+03,2016-07-25,416011006049369,محمد اكرم خلف ,2,6,False,True,False,False,False,False,n/a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد ,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,n/a,elementary,2,n/a,True,False,False,False,n/a,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لايوجد,no,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,n/a,friend,n/a,44,friend,n/a,44,no,n/a,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,n/a,yes,False,False,False,False,False,True,لا يوجد ,a_little,3,الزراعة ,1,1,male,37,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,OK,uuid:3c0f8603-6b4e-47d5-ab04-bcdc60c0a154,3c0f8603-6b4e-47d5-ab04-bcdc60c0a154,2016-07-25T08:52:07,,
2016-07-25T11:41:44.428+03,2016-07-25T11:46:31.090+03,2016-07-25,416011006049369,محمد اكرم خلف ,2,6,False,False,False,False,False,True,لا يوجد ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد ,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,n/a,elementary,2,n/a,True,False,False,False,n/a,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد ,no,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد ,friend,n/a,44,friend,n/a,44,no,n/a,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,n/a,yes,False,False,True,False,False,False,n/a,a_little,3,تعليم القرآن الكريم ,1,1,female,27,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,OK,uuid:56d614e7-d1b8-48e6-9bdd-0a81185cdbcc,56d614e7-d1b8-48e6-9bdd-0a81185cdbcc,2016-07-25T08:52:09,,
2016-07-24T18:03:41.137+03,2016-07-24T18:22:43.677+03,2016-07-24,416011008266962,Ala'a,22,7,False,False,False,False,False,True,لا يوجد,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,n/a,high,2,n/a,True,False,False,False,n/a,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,"لا يوجد
",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد,no,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد,father,n/a,44,mother,n/a,44,no,n/a,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,n/a,yes,False,False,True,False,False,False,n/a,none,1,لا يوجد,1,1,female,26,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,OK,uuid:04081c8d-88bb-4743-830d-722748fafeda,04081c8d-88bb-4743-830d-722748fafeda,2016-07-25T09:45:41,,
2016-07-24T18:23:15.112+03,2016-07-24T18:29:44.220+03,2016-07-24,416011008266962,Ala'a,22,6,False,False,False,False,False,True,لا يوجد,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,n/a,elementary,other,4,True,False,False,False,n/a,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد,no,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد,father,n/a,100,mother,n/a,100,no,n/a,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,n/a,yes,False,False,True,False,False,False,n/a,none,1,لا يوجد,1,1,female,38,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,OK,uuid:45b970a6-8cd2-43af-9148-725af77e0a9f,45b970a6-8cd2-43af-9148-725af77e0a9f,2016-07-25T09:45:43,,
2016-07-24T18:30:37.797+03,2016-07-24T18:35:40.555+03,2016-07-24,416011008266962,Ala'a ,22,7,False,False,False,False,False,True,لا يوجد,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,n/a,middle,other,6,True,False,False,False,n/a,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد,no,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد,father,n/a,100,mother,n/a,64,no,n/a,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,n/a,no,False,False,True,False,False,False,n/a,none,1,لا يوجد,1,1,male,44,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,OK,uuid:ebeedc30-3ba5-48b6-a95d-678edd117921,ebeedc30-3ba5-48b6-a95d-678edd117921,2016-07-25T09:45:44,,
2016-07-24T18:38:56.501+03,2016-07-24T18:43:51.262+03,2016-07-24,416011008266962,Ala'a,24,9,False,False,False,False,False,True,لا يوجد,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,n/a,middle,4,n/a,False,True,False,False,n/a,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,حارس,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,n/a,yes,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد,father,n/a,64,mother,n/a,64,no,n/a,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,n/a,yes,False,False,True,False,False,False,n/a,none,1,لا يوجد,1,1,female,30,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,OK,uuid:cf393cb8-cc52-4f42-80f3-2a31e38df60e,cf393cb8-cc52-4f42-80f3-2a31e38df60e,2016-07-25T09:45:46,,
2016-07-24T18:45:52.269+03,2016-07-24T18:51:34.098+03,2016-07-24,416011008266962,Ala'a,24,7,False,False,False,False,False,True,لا يوجد,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,n/a,middle,4,n/a,True,True,True,False,n/a,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد,no,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد,father,n/a,100,mother,n/a,100,no,n/a,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,n/a,no,False,False,True,False,False,False,n/a,none,1,لا يوجد,1,1,female,30,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,OK,uuid:7b328209-38a3-49f6-9356-016c81ca5f1b,7b328209-38a3-49f6-9356-016c81ca5f1b,2016-07-25T09:45:48,,
2016-07-24T18:56:21.429+03,2016-07-24T18:59:54.037+03,2016-07-24,416011008266962,Ala'a,24,4,False,False,False,False,False,True,لا يوجد,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,n/a,elementary,0,n/a,True,False,False,False,n/a,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد,no,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد,father,n/a,100,mother,n/a,100,no,n/a,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,n/a,no,False,False,False,False,False,True,لا يوجد,none,1,لا يوجد,1,1,male,70,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,OK,uuid:51059cbd-87f1-4e06-83ca-700e995c121e,51059cbd-87f1-4e06-83ca-700e995c121e,2016-07-25T09:45:51,,
2016-07-24T19:01:44.774+03,2016-07-24T19:10:24.776+03,2016-07-24,416011008266962,Ala'a,24,2,False,False,False,False,False,True,لا يوجد,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,n/a,elementary,1,n/a,True,False,False,False,n/a,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,ميكانيكي,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد,no,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد,father,n/a,100,mother,n/a,100,no,n/a,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,n/a,yes,False,False,True,False,False,False,n/a,none,1,لا يوجد,1,1,male,51,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,OK,uuid:d442bc7f-5c97-4bbd-a92e-4df0645679a3,d442bc7f-5c97-4bbd-a92e-4df0645679a3,2016-07-25T09:45:53,,
2016-07-24T19:10:52.837+03,2016-07-25T07:12:41.516+03,2016-07-24,416011008266962,Ala'a,23,2,False,False,False,False,False,True,لا يوجد,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,n/a,high,2,n/a,True,True,False,False,n/a,False,False,False,False,False,True,False,False,False,False,False,False,False,False,n/a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,أعمال حرة,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,n/a,no,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,لا يوجد,father,n/a,64,mother,n/a,64,no,n/a,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,n/a,yes,False,False,True,False,False,False,n/a,none,1,لا يوجد,1,1,male,31,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,OK,uuid:7f598a56-3108-4c98-989f-886169cc2872,7f598a56-3108-4c98-989f-886169cc2872,2016-07-25T09:45:55,,
